"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @Ied3GPiVLxkJRZp: 미세먼지는 온난화의 초기증상, 더 이상 방치하면 재앙이 올것이 뻔하다. 신재생을 제외한 모든 발전소와 화석연료 사용이 원인이며 조력발전소가 대안입니다.
지구가 돌고 있는 한 밀물과 썰물이 있으므로 호를 이용하여…",FALSE,0,NA,2017-05-26 15:14:11,FALSE,NA,"868123103292817408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kt7794",3,TRUE,FALSE,NA,NA
"2","@cyutopia 비교불가.....
발전소는 사철 돌아가는데 우리나라 미세먼지 평소 농도 생각해보면 바로 답 나옴",FALSE,0,"cyutopia",2017-05-26 15:12:42,FALSE,"868122184648019973","868122730268209152","4447183812","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","alren00",0,FALSE,FALSE,NA,NA
"3","RT @Ied3GPiVLxkJRZp: 핵발전소와 석탄발전소를 없애는 대안은 조력발전입니다.
만약 새만금호에 조력발전을 건설한다면 시화호의 5배이상 생산 가능할 것이며 서해안의 각종 호를 이용하여 조력발전을 건설하면 핵발전소를 모두 없앨 수 있으며 미…",FALSE,0,NA,2017-05-26 15:04:14,FALSE,NA,"868120597863186432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kt7794",4,TRUE,FALSE,NA,NA
"4","RT @Ied3GPiVLxkJRZp: 충남지역에 석탄화력발전소가 전국의 50%정도가 밀집되어 있다고 한다. 물론 바닷가의 당진이겠지요.
이러한 화력발전은 미세먼지도 심각하지만 복수기에서 바다에 버린 열때문에 서해안 바다가 황폐해지고 있다.
어민들이…",FALSE,0,NA,2017-05-26 15:03:58,FALSE,NA,"868120530724937728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kt7794",5,TRUE,FALSE,NA,NA
"5","RT @Ied3GPiVLxkJRZp: 충남지역에 석탄화력발전소가 전국의 50%정도가 밀집되어 있다고 한다. 물론 바닷가의 당진이겠지요.
이러한 화력발전은 미세먼지도 심각하지만 복수기에서 바다에 버린 열때문에 서해안 바다가 황폐해지고 있다.
어민들이…",FALSE,0,NA,2017-05-26 15:02:38,FALSE,NA,"868120198686973952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","junnamoo",5,TRUE,FALSE,NA,NA
"6","말도 안되는 한전 미세먼지 대안, 기존 발전소 환경설비교체에 6조원을 청정에너지 즉 태양광에너지 기술개발 배터리기술개발에 써야한다. ″에너지혁명2030″ 공저자 박영숙 유엔미래포럼대표... https://t.co/B8B0WTSVKj",FALSE,0,NA,2017-05-26 14:26:11,FALSE,NA,"868111024246865920",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","indaily3",0,FALSE,FALSE,NA,NA
"7","말도 안되는 한전 미세먼지 대안, 기존 발전소 환경설비교체에 6조원을 청정에너지 즉 태양광에너지 기술개발 배터리기술개발에 써야한다. ″에너지혁명2030″ 공저자 박영숙 유엔미래포럼대표 https://t.co/JhwWAqdJqn @gccsr 님이 공유",FALSE,0,NA,2017-05-26 14:26:09,FALSE,NA,"868111013631074306",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UNfuture",2,FALSE,FALSE,NA,NA
"8","@bluepaper815 거참 희한하네요. 노후 화력 발전소 가동 멈추고 미세먼지 이야기가 잘 안나오네요? 기분탓이겠죠?",FALSE,0,"bluepaper815",2017-05-26 12:11:14,FALSE,"867913511573135362","868077063395172353","1021527428","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dankoom",0,FALSE,FALSE,NA,NA
"9","미세먼지해결책으로 물론 노후발전소 중단하는것도 좋지만 중국에 토마호크 5000발을 쏘는 것이 더 싸고 빠르게 먹힐 것이다",FALSE,0,NA,2017-05-26 11:05:11,FALSE,NA,"868060440160423936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ekals7788",0,FALSE,FALSE,NA,NA
"10","탈석탄국민행동이 출범했습니다.
석탄화력발전소백지화강릉범시민대책위원회도 첨여했습니다. 미세먼지아웃! 신규석탄발전소 아웃! https://t.co/LXwIWS1InQ",FALSE,0,NA,2017-05-26 10:03:38,FALSE,NA,"868044949605892096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kjungnam62",0,FALSE,FALSE,NA,NA
